,Tot,C,P,G,Incident,Aircraft,Location,Phase,Airport,Distance,Date,Airline,sole_survivor,no_survivor,prev_deadliest,prev_deadliest_no_survivor,COM,EXG,EXS,INB,INH,MIL
111,132,7.0,125.0,0.0,SAM Colombia Flight 501,Boeing 727-146,"La Canada, nearMedellin, Colombia",ENR,,,1993-05-19,SAM Colombia,0,1,0,0,1,0,0,0,0,0
112,132,8.0,124.0,0.0,Aeroflot Flight 8641,Yakovlev Yak-42,"Mazyr,Byelorussian SSR, USSR",ENR,,,1982-06-28,Aeroflot,0,1,0,0,1,0,0,0,0,0
113,131,7.0,124.0,0.0,Air Philippines Flight 541,Boeing 737-2H4,"Samal,Davao del Norte, Philippines",APR,DVO,7.5 km (4.0 NM),2000-04-19,Air Philippines,0,1,0,0,1,0,0,0,0,0
114,131,4.0,127.0,0.0,TAN-SAHSA Flight 414,Boeing 727-224,"Tegucigalpa, Honduras",APR,TGU,9 km (4.9 NM),1989-10-21,TAN-SAHSA,0,0,0,0,1,0,0,0,0,0
115,131,6.0,125.0,0.0,Transportes Aereos Portugueses Flight 425,Boeing 727-282Adv,"Santa Cruz, Madeira, Portugal",LDG,FNC,,1977-11-19,Transportes Aereos Portugueses,0,0,0,0,1,0,0,0,0,0
116,130,4.0,126.0,0.0,TAAG Flight 462,Boeing 737-200,"Lubango, Angola",ICL,SDD,1 km (0.54 NM),1983-11-08,TAAG,0,1,0,0,1,0,0,0,0,0
117,130,8.0,122.0,0.0,Air France Flight 007,Boeing 707-328,"Paris, France",TOF,ORY,,1962-06-03,Air France,0,0,0,0,1,0,0,0,0,0
118,129,8.0,121.0,0.0,Air China Flight 129,Boeing 767-2J6ER,"Busan, South Korea",APR,PUS,4.6 km (2.5 NM),2002-04-15,Air China,0,0,0,0,1,0,0,0,0,0
119,129,7.0,122.0,0.0,US Air Force (51-0137),Douglas C-124A-DL Globemaster II,"Tachikawa, Japan",APR,RJTC,5.6 km (3.0 NM),1953-06-18,US Air Force (51-0137),0,0,0,1,0,0,0,0,0,1
120,128,7.0,121.0,0.0,"Xiamen Airlines Flight 8301,China Southwest Airlines Flight 4305, and CAAC Flight 3523","Boeing 737-247,Boeing 707-3J6B, and Boeing 757-21B","Baiyun District, Guangzhou, China",LDG/STD,***,,1990-10-02,Xiamen Airlines China Southwest Airlines and CAAC,0,0,0,0,0,0,0,0,1,0
121,128,8.0,120.0,0.0,Iran Air Flight 291,Boeing 727-86,"Alborz Mountains, Iran",APR,THR,29 km (16 NM),1980-01-21,Iran Air,0,1,0,0,1,0,0,0,0,0
122,128,11.0,117.0,0.0,United Air Lines Flight 718 and Trans World Airlines Flight 2,Douglas DC-7 and Lockheed L-1049,"Grand Canyon, Arizona, U.S.",ENR,,,1956-06-30,United Air Lines and Trans World Airlines,0,1,0,0,1,0,0,0,0,0
123,127,6.0,121.0,0.0,Bhoja Air Flight 213,Boeing 737-236,"Islamabad, Pakistan",APR,ISB,c. 2.5 km (1.3 NM),2012-04-20,Bhoja Air,0,1,0,0,1,0,0,0,0,0
124,127,0.0,127.0,0.0,Russian Air Force (89 red),Mil Mi-26,"Khankala,Chechnya, Russia",APR,,,2002-08-19,Russian Air Force (89 red),0,0,0,0,0,0,0,0,0,1
125,126,11.0,115.0,0.0,Ceskoslovenske Statni Aerolinie Flight 540,Ilyushin Il-62,"Damascus, Syria",APR,DAM,17 km (9.2 NM),1975-08-20,Ceskoslovenske Statni Aerolinie,0,0,0,0,1,0,0,0,0,0
126,126,9.0,117.0,0.0,Globe Air (HB-ITB),Bristol Britannia 313,"Nicosia, Cyprus",APR,NIC,3.5 km (1.9 NM),1967-04-20,Globe Air (HB-ITB),0,0,0,0,1,0,0,0,0,0
127,125,5.0,120.0,0.0,S7 Airlines Flight 778,Airbus A310-300,"Irkutsk, Russia",LDG,IKT,,2006-07-09,Airlines,0,0,0,0,1,0,0,0,0,0
128,125,6.0,119.0,0.0,Ethiopian Airlines Flight 961,Boeing 767-260ER,"Indian Ocean, offGrande Comore, Comoros",APR,HAH,0.5 km(0.3 ml),1996-11-23,Ethiopian Airlines,0,0,0,0,0,0,0,0,1,0
129,125,9.0,115.0,1.0,Baikal Airlines Flight 130,Tupolev Tu-154,"Irkutsk, Russia",ENR,,,1994-01-03,Baikal Airlines,0,1,0,0,1,0,0,0,0,0
130,124,11.0,113.0,0.0,British Overseas Airways Corporation Flight 911,Boeing 707-436,"Gotemba, Japan",ENR,,,1966-03-05,British Overseas Airways Corporation,0,1,0,0,1,0,0,0,0,0
131,123,6.0,117.0,0.0,Faucett Peru Flight 251,Boeing 737-222,"Arequipa, Peru",APR,AQP,6.3 km (3.4 NM),1996-02-29,Faucett Peru,0,1,0,0,1,0,0,0,0,0
132,123,7.0,116.0,0.0,Varig Flight 820,Boeing 707-320C,"Saulx-les-Chartreux, France",APR,ORY,5 km (2.7 NM),1973-07-11,Varig,0,0,0,0,1,0,0,0,0,0
133,123,12.0,111.0,0.0,South African Airways Flight 228,Boeing 707-344C,"NaWindhoek, Namibia (thenSouth West Africa)",ICL,WDH,5 km (2.7 NM),1968-04-20,South African Airways,0,0,0,0,1,0,0,0,0,0
134,122,14.0,108.0,0.0,Myanmar Air Force (5820),Shaanxi Y-8F-200,"Andaman Sea, offDawei,Myanmar",ENR,,,2017-06-07,Myanmar Air Force (5820),0,1,0,0,0,0,0,0,0,1
135,122,8.0,114.0,0.0,Aeroflot Flight 964,Tupolev Tu-104B,"Domodedovo, Russian SFSR, USSR",APR,DME,17 km (9.2 NM),1973-10-13,Aeroflot,0,1,0,0,1,0,0,0,0,0
136,122,7.0,115.0,0.0,Aeroflot Flight 1491,Antonov An-10,"Kharkiv,Ukrainian SSR, USSR",APR,HRK,24 km (13 NM),1972-05-18,Aeroflot,0,1,0,0,1,0,0,0,0,0
137,121,6.0,115.0,0.0,Helios Airways Flight 522,Boeing 737-31S,"Grammatiko, Greece",ENR,,,2005-08-14,Helios Airways,0,1,0,0,1,0,0,0,0,0
138,121,13.0,108.0,0.0,Pakistan International Airlines Flight 705,Boeing 720040B,"New Cairo, Egypt",APR,CAI,c. 20 km (11 NM),1965-05-20,Pakistan International Airlines,0,0,0,0,1,0,0,0,0,0
139,120,10.0,110.0,0.0,Aeroflot Flight 831 and Soviet Air Force An-12,Ilyushin Il-14M and Antonov An-12BP,"Poroslitsy,Yukhnovsky, Russian SFSR, USSR",ENR,,,1969-06-23,Aeroflot,0,1,0,0,1,0,0,0,0,0
140,119,12.0,107.0,0.0,Iran Air Tours Flight 956,Tupolev Tu-154M,"Sarab-e Dowreh, Iran",APR,KHD,c. 46 km (25 NM),2002-02-12,Iran Air Tours,0,1,0,0,1,0,0,0,0,0
141,119,8.0,111.0,0.0,TAME Flight 173,Boeing 737-200 Advanced,"Cuenca, Ecuador",APR,CUE,1.5 km (0.81 NM),1983-07-11,TAME,0,1,0,0,1,0,0,0,0,0
142,118,8.0,106.0,4.0,Sc and inavian Airlines System Flight 686 and Private aircraft (D-IEVX),McDonnell Douglas MD-87 and Cessna Citation CJ2,"Milan, Italy",TOF/TXI,LIN,,2001-10-08,Sc and inavian Airlines System,0,1,0,0,1,0,0,0,0,0
143,118,9.0,109.0,0.0,British European Airways Flight 548,Hawker Siddeley Trident 1C,"Staines, United Kingdom",ICL,LHR,5.5 km (3.0 NM),1972-06-18,British European Airways,0,1,0,0,1,0,0,0,0,0
144,118,7.0,111.0,0.0,Trans-Canada Air Lines Flight 831,Douglas DC-8-54CF,"Sainte-Therese, Quebec, Canada",ENR,,,1963-11-29,Trans-Canada Air Lines,0,1,0,0,1,0,0,0,0,0
145,117,6.0,111.0,0.0,Bellview Airlines Flight 210,Boeing 737-2L9,"Lagos, Nigeria",ENR,,,2005-10-22,Bellview Airlines,0,1,0,0,1,0,0,0,0,0
146,116,11.0,105.0,0.0,Sudan Airways Flight 139,Boeing 737-200C,"Port Sudan, Sudan",APR,PZU,5 km (2.7 NM),2003-07-08,Sudan Airways,1,0,0,0,1,0,0,0,0,0
147,117,11.0,106.0,0.0,Air India Flight 101,Boeing 707-437,"Mont Blanc massif, France",ENR,,,1966-01-24,Air India,0,1,0,0,1,0,0,0,0,0
148,116,6.0,110.0,0.0,Air Algerie Flight 5017,McDonnell Douglas MD-83,"Gossi, Mali",ENR,,,2014-07-24,Air Algerie,0,1,0,0,1,0,0,0,0,0
149,116,8.0,108.0,0.0,Avioimpex Flight 110,Yakovlev Yak-42,"Ohrid, Republic of Macedonia",APR,OHD,2 km (1.1 NM),1993-11-20,Avioimpex,0,1,0,0,1,0,0,0,0,0
150,115,11.0,104.0,0.0,Korean Air Flight 858,Boeing 707-3B5C,"Andaman Sea, nearHeinze Bok, Burma",ENR,,,1987-11-29,Korean Air,0,1,0,0,0,0,0,1,0,0
151,115,7.0,108.0,0.0,Alitalia Flight 112,McDonnell Douglas DC-8-43,"Cinisi, Sicily, Italy",APR,PMO,5 km (2.7 NM),1972-05-05,Alitalia,0,1,0,0,1,0,0,0,0,0
152,114,6.0,108.0,0.0,Kenya Airways Flight 507,Boeing 737-8AL,"Douala, Cameroon",ENR,,,2007-05-05,Kenya Airways,0,1,0,0,1,0,0,0,0,0
153,113,8.0,105.0,0.0,Armavia Flight 967,Airbus A320-221,"Black Sea, offAdler, Russia",APR,AER,6 km (3.2 NM),2006-05-03,Armavia,0,1,0,0,1,0,0,0,0,0
154,113,9.0,100.0,4.0,Air France Flight 4590,A̩rospatiale-BAC Concorde,"Gonesse, France",ICL,CDG,3.5 km (1.9 NM),2000-07-25,Air France,0,1,0,0,1,0,0,0,0,0
155,113,14.0,99.0,0.0,Thai Airways International Flight 311,Airbus A310-304,"Langtang National Park, Nepal",ENR,,,1992-07-31,Thai Airways International,0,1,0,0,1,0,0,0,0,0
156,113,6.0,107.0,0.0,Eastern Air Lines Flight 66,Boeing 727-225,"Jamaica, New York, U.S.",APR,JFK,0.73 km (0.39 NM),1975-06-24,Eastern Air Lines,0,0,0,0,1,0,0,0,0,0
157,113,10.0,103.0,0.0,Air France Flight 117,Boeing 707-328,"WenearDeshaies, Guadeloupe, West Indies",APR,PTP,25 km (13 NM),1962-06-22,Air France,0,1,0,0,1,0,0,0,0,0
158,112,6.0,106.0,0.0,Cubana de Aviacion Flight 0972,Boeing 737-201 Adv.,"Santiago de las Vegas, Cuba",ICL,HAV,10 km (5.4 NM),2018-05-18,Cubana de Aviacion,1,0,0,0,1,0,0,0,0,0
159,112,9.0,103.0,0.0,China Northern Airlines Flight 6136,McDonnell Douglas MD-82,"Dalian Bay, China",APR,DLC,20 km (11 NM),2002-05-07,China Northern Airlines,0,1,0,0,1,0,0,0,0,0
160,112,1.0,111.0,0.0,United Airlines Flight 232,McDonnell Douglas DC-10-10,"Sioux City, Iowa, U.S.",LDG,SUX,,1989-07-19,United Airlines,0,0,0,0,1,0,0,0,0,0
161,112,5.0,107.0,0.0,Gulf Air Flight 771,Boeing 737-2P6,"Mina Jebel Ali, United Arab Emirates",APR,AUH,80 km (43 NM),1983-09-23,Gulf Air,0,1,0,0,0,0,0,1,0,0
162,112,8.0,104.0,0.0,CAAC Flight 3303,Hawker Siddeley Trident,"Yangshuo, China",APR,KWL,60 km (32 NM),1982-04-26,CAAC,0,1,0,0,1,0,0,0,0,0
163,112,6.0,106.0,0.0,Sterling Airways Flight 296,Sud Aviation Caravelle,"Fujairah, United Arab Emirates",ENR,,,1972-03-14,Sterling Airways,0,1,0,0,1,0,0,0,0,0
164,112,7.0,105.0,0.0,Dan-Air Flight 1903,de Havill and Comet 4,"Les Agudesmountain, Spain",ENR,,,1970-07-03,Dan-Air,0,1,0,0,1,0,0,0,0,0
165,111,11.0,100.0,0.0,Aeroflot Flight 909,Ilyushin Il-18E,"Verkhnyaya Khava,Verkhnekhavsky District, Russian SFSR, USSR",ENR,,,1976-03-06,Aeroflot,0,1,0,0,1,0,0,0,0,0
166,111,7.0,104.0,0.0,Alaska Airlines Flight 1866,Boeing 727-100,"Juneau, Alaska, U.S.",APR,JNU,30 km (16 NM),1971-09-04,Alaska Airlines,0,1,0,0,1,0,0,0,0,0
167,111,4.0,0.0,107.0,Flying Tiger Line (N228SW),Canadair CL-44D4-1,"Da Nang, Vietnam",APR,DAD,c. 1 km (0.54 NM),1966-12-24,Flying Tiger Line (N228SW),0,1,0,0,1,0,0,0,0,0
168,111,10.0,101.0,0.0,Caledonian Airways Flight 153,Douglas DC-7,"Douala, Cameroon",ICL,DLA,2.5 km (1.3 NM),1962-03-04,Caledonian Airways,0,1,0,0,1,0,0,0,0,0
169,110,5.0,105.0,0.0,ValuJet Airlines Flight 592,McDonnell Douglas DC-9-32,"Everglades, Florida, U.S.",ENR,,,1996-05-11,ValuJet Airlines,0,1,0,0,1,0,0,0,0,0
170,110,6.0,101.0,3.0,Avianca Flight 203,Boeing 727-21,"Bogota, Colombia",ENR,,,1989-11-27,Avianca,0,1,0,0,0,0,0,1,0,0
171,110,7.0,103.0,0.0,Aeroflot Flight 3519,Tupolev 154B-2,"Yemelyanovo,Yemelyanovsky, Russian SFSR, USSR",ENR,,,1984-12-23,Aeroflot,1,0,0,0,1,0,0,0,0,0
172,110,6.0,104.0,0.0,Far Eastern Air Transport Flight 103,Boeing 737-222,"Miaoli, Taiwan",ENR,,,1981-08-22,Far Eastern Air Transport,0,1,0,0,1,0,0,0,0,0
173,109,7.0,102.0,0.0,Aeroflot (CCCP-75559),Ilyushin Il-18V,"Shushary, Russian SFSR, USSR",APR,LED,2.5 km (1.3 NM),1974-04-27,Aeroflot (CCCP-75559),0,1,0,0,1,0,0,0,0,0
174,109,8.0,101.0,0.0,Aeroflot Flight 1036,Ilyushin Il-18V,"Black Sea, offAdler, Russian SFSR, USSR",ICL,AER,4 km (2.2 NM),1972-10-01,Aeroflot,0,1,0,0,1,0,0,0,0,0
175,109,9.0,100.0,0.0,Air Canada Flight 621,McDonnell Douglas DC-8-63,"Vaughan,Ontario, Canada",LDG,YYZ,11 km (5.9 NM),1970-07-05,Air Canada,0,1,0,0,1,0,0,0,0,0
176,108,7.0,101.0,0.0,Sosoliso Airlines Flight 1145,McDonnell Douglas DC-9-32,"Port Harcourt, Nigeria",LDG,PHC,,2005-12-10,Sosoliso Airlines,0,0,0,0,1,0,0,0,0,0
177,108,8.0,100.0,0.0,Orbi Georgian Airways (4L-85163),Tupolev Tu-154B,"Babushara, nearSukhumi,Abkhazia, Georgia",APR,SUI,,1993-09-22,Orbi Georgian Airways (4L-85163),0,0,0,0,0,1,0,0,0,0
178,108,8.0,100.0,0.0,China General Aviation Flight 7552,Yakovlev Yak-42,"Nanjing, China",ICL,NKG,0.6 km (0.32 NM),1992-07-31,China General Aviation,0,0,0,0,1,0,0,0,0,0
179,108,10.0,98.0,0.0,China Southwest Airlines Flight 4146,Ilyushin Il-18D,"Chongqing, China",APR,CKG,c. 32 km (17 NM),1988-01-18,China Southwest Airlines,0,1,0,0,1,0,0,0,0,0
180,108,5.0,103.0,0.0,Alitalia Flight 4128,McDonnell Douglas DC-9-32,"Tyrrhenian Sea, offPalermo, Italy",APR,PMO,3 km (1.6 NM),1978-12-23,Alitalia,0,0,0,0,1,0,0,0,0,0
181,108,8.0,100.0,0.0,Aeroflot Flight 3932,Tupolev Tu-104,"Sverdlovsk, Russian SFSR, USSR",ICL,SVX,10 km (5.4 NM),1973-09-30,Aeroflot,0,1,0,0,1,0,0,0,0,0
182,108,4.0,104.0,0.0,Invicta International Airlines Flight 435,Vickers 952 Vanguard,"Hochwald, Switzerland",APR,BSL,15 km (8.1 NM),1973-04-10,Invicta International Airlines,0,0,0,0,1,0,0,0,0,0
183,108,8.0,100.0,0.0,Libyan Arab Airlines Flight 114,Boeing 727-224,"WesternSinai Peninsula, Egypt",ENR,,,1973-02-21,Libyan Arab Airlines,0,0,0,0,0,0,1,0,0,0
184,107,11.0,96.0,0.0,Pan Am Flight 812,Boeing 707-321B,"ofNegara, Bali, Indonesia",APR,DPS,68 km (37 NM),1974-04-22,Pan Am,0,1,0,0,1,0,0,0,0,0
185,107,8.0,99.0,0.0,Aeroflot Flight 2230,Ilyushin Il-18V,"Aramil, Russian SFSR, USSR",ICL,SVX,2.9 km (1.6 NM),1967-11-16,Aeroflot,0,1,0,0,1,0,0,0,0,0
186,107,11.0,96.0,0.0,Flying Tiger Line Flight 739,Lockheed L-1049H Super Constellation,Pacific Ocean,ENR,,,1962-03-16,Flying Tiger Line,0,1,0,0,1,0,0,0,0,0
187,106,10.0,84.0,12.0,Iranian Air Force (5-8519),Lockheed C-130E Hercules,"Tehran, Iran",APR,THR,c. 5.5 km (3.0 NM),2005-12-06,Iranian Air Force (5-8519),0,1,0,0,0,0,0,0,0,1
188,106,7.0,99.0,0.0,Royal Air Maroc (OO-SRD),Sud Aviation SE-210 Caravelle VIN,"Mount Mellalyene,Tetouan, Morocco",ENR,,,1973-12-22,Royal Air Maroc (OO-SRD),0,1,0,0,1,0,0,0,0,0
189,105,8.0,97.0,0.0,Kam Air Flight 904,Boeing 737-242,"Chaperi Ghar Mountain,Pamir Mountains, Afghanistan",ENR,,,2005-02-03,Kam Air,0,1,0,0,1,0,0,0,0,0
190,104,5.0,99.0,0.0,Cebu Pacific Air Flight 387,McDonnell Douglas DC-9-32,"Mount Sumagaya,Misamis Oriental, Philippines",ENR,,,1998-02-02,Cebu Pacific Air,0,1,0,0,1,0,0,0,0,0
191,104,7.0,97.0,0.0,SilkAir Flight 185,Boeing 737-36N,"Musi River, Indonesia",ENR,,,1997-12-19,SilkAir,0,1,0,0,1,0,0,0,0,0
192,104,6.0,98.0,0.0,Iberia Flight 602,Sud Aviation SE 210 Caravelle,"Ibiza, Spain",APR,IBZ,c. 15 km (8.1 NM),1972-01-07,Iberia,0,1,0,0,1,0,0,0,0,0
193,104,6.0,11.0,87.0,Middle East Airlines Flight 265 and Turkish Air Force (CBK-28),Vickers Viscount 754D and Douglas C-47,"Ankara, Turkey",APR/ENR,ESB,c. 20 km (11 NM),1963-02-01,Middle East Airlines,0,1,0,0,1,0,0,0,0,0
194,103,11.0,92.0,0.0,Afriqiyah Airways Flight 771,Airbus A330-202,"Tripoli, Libya",APR,TIP,c. 0.9 km (0.49 NM),2010-05-12,Afriqiyah Airways,1,0,0,0,1,0,0,0,0,0
195,103,7.0,66.0,30.0,EAS Airlines Flight 4226,BAC One-Eleven 500,"Kano, Nigeria",ENR,,,2002-05-04,EAS Airlines,0,0,0,0,1,0,0,0,0,0
196,103,7.0,96.0,0.0,Iranian Air Force C-130 crash,Lockheed C-130 Hercules,"Zahedan, Iran",APR,,,1986-11-02,Iranian Air Force C-130 crash,0,1,0,0,0,0,0,0,0,1
197,102,6.0,96.0,0.0,Adam Air Flight 574,Boeing 737-4Q8,"Makassar Strait, Indonesia",ENR,,,2007-01-01,Adam Air,0,1,0,0,1,0,0,0,0,0
198,102,6.0,96.0,0.0,Air Algerie Flight 6289,Boeing 737-2T4,"Tamanrasset, Algeria",ICL,TMR,1.6 km (0.86 NM),2003-03-06,Air Algerie,1,0,0,0,1,0,0,0,0,0
199,102,5.0,97.0,0.0,Dominicana de Aviacion DC-9 (HI-177),McDonnell Douglas DC-9-32,"Caribbean, offSanto Domingo, Dominican Republic",ICL,SDQ,3 km (1.6 NM),1970-02-15,Dominicana de Aviacion DC-9 (HI-177),0,1,0,0,1,0,0,0,0,0
200,102,9.0,93.0,0.0,Aeroflot Flight 558,Ilyushin Il-18V,"Spassky,Verkhneuralsky District, Russian SFSR, USSR",ENR,,,1972-08-31,Aeroflot,0,1,0,0,1,0,0,0,0,0
201,101,11.0,90.0,0.0,Thai Airways International Flight 261,Airbus A310-200,"Surat Thani, Thailand",APR,URT,c. 4 km (2.2 NM),1998-12-11,Thai Airways International,0,0,0,0,1,0,0,0,0,0
202,101,5.0,96.0,0.0,Eastern Air Lines Flight 401,Lockheed L-1011-385-1 TriStar 1,"Everglades, nearTamiami, Florida, U.S.",APR,MIA,33.6 km (18.1 NM),1972-12-29,Eastern Air Lines,0,0,0,0,1,0,0,0,0,0
203,101,7.0,92.0,2.0,LANSA Flight 502,Lockheed L-188 Electra,"Cusco, Peru",ICL,CUZ,c. 4 km (2.2 NM),1970-08-09,LANSA,1,0,0,0,1,0,0,0,0,0
204,101,6.0,95.0,0.0,Northwest Orient Airlines Flight 293,Douglas DC-7CF,"Pacific Ocean, area ofAnnette Island, Alaska, U.S.",ENR,,,1963-06-03,Northwest Orient Airlines,0,1,0,0,1,0,0,0,0,0
205,100,7.0,93.0,0.0,Malaysian Airline System Flight 653,Boeing 737-2H6,"Tanjung Kupang, Malaysia",ENR,,,1977-12-04,Malaysian Airline System,0,1,0,0,0,0,0,0,1,0
206,100,7.0,93.0,0.0,United Arab Airlines (SU-APC),Ilyushin Il-18D,"Aswan, Egypt",LDG,ASW,,1969-03-20,United Arab Airlines (SU-APC),0,0,0,0,1,0,0,0,0,0
207,99,,,2.0,Indonesian Air Force (A-1325),Lockheed C-130H Hercules,"Madiun, Indonesia",APR,MDN,9 km (4.9 NM),2009-05-20,Indonesian Air Force (A-1325),0,0,0,0,0,0,0,0,0,1
208,99,6.0,90.0,3.0,TAM Transportes Aereos Regionais Flight 402,Fokker 100,"Sao Paulo, Brazil",ICL,CGH,1.5 km (0.81 NM),1996-10-31,TAM Transportes Aereos Regionais,0,1,0,0,1,0,0,0,0,0
209,99,4.0,95.0,0.0,Aeroflot Flight 3603,Tupolev Tu-154B-2,"Norilsk, Russian SFSR, USSR",APR,NSK,0.47 km (0.25 NM),1981-11-16,Aeroflot,0,0,0,0,1,0,0,0,0,0
210,99,8.0,91.0,0.0,KLM Flight 607E,Lockheed L-1049,"Atlantic Ocean, area ofShannon, Ireland",ENR,,,1958-08-14,KLM,0,1,0,0,1,0,0,0,0,0
211,98,8.0,89.0,1.0,Pakistan International Airlines Flight 8303,Airbus A320-214,"Karachi, Pakistan",APR,KHI,3.0 km (1.6 NM),2020-05-22,Pakistan International Airlines,0,0,0,0,1,0,0,0,0,0
212,98,8.0,90.0,0.0,Khabarovsk United Air Group Flight 3949,Tupolev Tu-154B,"of Grossevichi,Khabarovsk Krai, Russia",ENR,,,1995-12-06,Khabarovsk United Air Group,0,1,0,0,1,0,0,0,0,0
213,98,6.0,92.0,0.0,Royal Saudi Air Force (469),Lockheed C-130H Hercules,"Khafji, Saudi Arabia",APR,OERM,unknown,1991-03-21,Royal Saudi Air Force (469),0,0,0,0,0,0,0,0,0,1
214,98,6.0,92.0,0.0,Indian Air Force Flight 203,Antonov An-12BP,"Rohtang Pass, India",ENR,,,1968-02-07,Indian Air Force,0,1,0,0,0,0,0,0,0,1
215,98,6.0,92.0,0.0,Britannia Airways Flight 105,Bristol 175 Britannia 102,"Komenda,SR Slovenia, Yugoslavia",APR,LJU,3 km (1.6 NM),1966-09-01,Britannia Airways,0,0,0,0,1,0,0,0,0,0
216,97,10.0,87.0,0.0,Pan Am Flight 806,Boeing 707-321B,"Pago Pago, American Samoa",APR,PPG,1.2 km (0.65 NM),1974-01-30,Pan Am,0,0,0,0,1,0,0,0,0,0
217,97,4.0,93.0,0.0,Aeroflot Flight 1912,Tupolev Tu-104B,"Irkutsk, Russian SFSR, USSR",APR,IKT,0.15 km (0.081 NM),1971-07-25,Aeroflot,0,0,0,0,1,0,0,0,0,0
218,97,17.0,80.0,0.0,Varig Flight 810,Boeing 707-441,"La Cruz peak,San Juan de Miraflores, Peru",APR,LIM,c. 25 km (13 NM),1962-11-27,Varig,0,1,0,0,1,0,0,0,0,0
219,96,8.0,88.0,0.0,Polish Air Force (101),Tupolev Tu-154M,"Smolensk, Russia",APR,***,c. 1 km (0.54 NM),2010-04-10,Polish Air Force (101),0,1,0,0,0,0,0,0,0,1
220,96,4.0,92.0,0.0,ADC Airlines Flight 053,Boeing 737-2B7,"Abuja, Nigeria",ICL,ABV,c. 0.5 km (0.27 NM),2006-10-29,ADC Airlines,0,0,0,0,1,0,0,0,0,0
221,95,6.0,89.0,0.0,Indian Airlines Flight 171,Sud Aviation SE-210 Caravelle VIN,"Mumbai, India",APR,BOM,0.35 km (0.19 NM),1976-10-12,Indian Airlines,0,1,0,0,1,0,0,0,0,0
